Customer ID,Age,Salary,Total Spent,Payment Method,Days Since Joined,Gender,First Name,Last Name,Email,IBAN,2-Clusters Group,3-Clusters Group,4-Clusters Group,5-Clusters Group,6-Clusters Group,7-Clusters Group,8-Clusters Group,9-Clusters Group
10137,46,68286,1326,Cash,3759,M,Howard,Briggs,briggs9171h@gmail.com,GB81MFZN18911916430242,1,1,1,1,1,1,1,1
10136,40,45822,865, Credit Card,3773,M,Joseph,Coleman,joseph_coleman1305@hotmail.com,GB69XTAX89693693353467,1,1,1,1,1,1,1,1
10132,39,52690,1149, Credit Card,3807,F,Lauren,Kline,lauren.kline9618@yahoo.com,GB47TFQS29767136883230,1,1,1,1,1,1,1,1
10131,55,68801,1632, Credit Card,3814,M,Jamie,Phillips,phillips2175jamie@yahoo.com,GB27QOML52078218403460,1,1,1,1,1,1,1,1
10163,36,61154,1510, Credit Card,3511,F,Gloria,Ochoa,ochoagloria@gmail.com,GB04PGLP86985060753761,1,1,1,1,1,1,1,1
10113,39,45337,845, Credit Card,3966,M,Taylor,Sanchez,sanchezt1376@gmail.com,GB34HTQQ41699226928751,1,1,1,1,1,1,1,1
10099,44,54695,932,Cash,4169,M,Samuel,Jones,samuel.jones@hotmail.com,GB96VXMH81420736070299,1,1,1,1,1,1,1,1
10146,39,53141,1003, Debit Card,3655,M,Bradley,Nelson,nelsonbradley5057@yahoo.com,GB74WTAI38019953655737,1,1,1,1,1,1,1,1
10094,35,51865,1198, Debit Card,4227,M,Brent,Garcia,garcia.brent8954@yahoo.com,GB15ABRP90161939092812,1,1,1,1,1,1,1,1
10093,18,15419,176,Cash,4236,F,Stephanie,Jimenez,s_jimenez4048@gmail.com,GB35LIZH64406327280965,1,1,1,1,1,1,1,1
10103,49,66039,1424,Cash,4086,M,Joseph,Freeman,freeman.joseph@hotmail.com,GB45EEBE39242900482040,1,1,1,1,1,1,1,1
10095,38,47998,926, Debit Card,4200,M,Ronald,Valdez,valdez.ronald456@yahoo.com,GB21SVIH24830967499421,1,1,1,1,1,1,1,1
10104,42,51343,1069, Credit Card,4083,F,Wendy,Bullock,wendybullock5669@hotmail.com,GB44CZWE87546631377433,1,1,1,1,1,1,1,1
10096,49,58233,1221, Debit Card,4190,F,Ariana,Parker,parkera3309@hotmail.com,GB24GZIO65190778080942,1,1,1,1,1,1,1,1
10106,19,31677,763, Credit Card,4011,M,Tony,Campos,tony8385campos4803@hotmail.com,GB59MUJF71579695679482,1,1,1,1,1,1,1,1
10112,36,29908,308, Debit Card,3967,M,Michael,Garcia,garcia.m@yahoo.com,GB80XQWW93107387226175,1,1,1,1,1,1,1,1
10111,35,38592,698, Credit Card,3968,F,Teresa,Green,green_t4671@yahoo.com,GB56XMWT84262855157771,1,1,1,1,1,1,1,1
10110,46,59925,1406, Credit Card,3970,M,David,Harris,dharris@hotmail.com,GB05UEJW21570884383119,1,1,1,1,1,1,1,1
10102,37,47177,775,Cash,4098,F,Julie,Walker,j.walker@gmail.com,GB47WGQY30669858608469,1,1,1,1,1,1,1,1
10140,44,60289,1180, Debit Card,3713,M,Edward,Young,young_e@hotmail.com,GB17DDKA14863256165701,1,1,1,1,1,1,1,1
10142,39,60448,1447, Debit Card,3691,F,Claire,Olsen,colsen7318@hotmail.com,GB59BIWD57897673188948,1,1,1,1,1,1,1,1
10143,28,38224,672, Credit Card,3682,F,Jessica,Rivera,riverajessica@hotmail.com,GB75VDPY58864851012609,1,1,1,1,1,1,1,1
10031,45,51327,1231, Debit Card,4783,M,Michael,Carr,m.carr@yahoo.com,GB69NQTU13855065449300,1,1,1,1,1,1,1,1
10027,42,38962,901, Credit Card,4804,M,Eric,Lopez,lopez8440eric@yahoo.com,GB29RJIB87274377396911,1,1,1,1,1,1,1,1
10025,27,31892,1028, Credit Card,4806,M,Johnny,Cook,johnnycook885@yahoo.com,GB68YQRQ65205076921723,1,1,1,1,1,1,1,1
10090,36,42530,741, Debit Card,4283,F,Anne,Roberts,anneroberts7366@yahoo.com,GB86ZWTK05250442434946,1,1,1,1,1,1,1,1
10092,23,22248,393, Credit Card,4246,F,Amy,Brown,brown3304amy@gmail.com,GB17SFMI55900082358203,1,1,1,1,1,1,1,1
10125,30,50536,1204, Debit Card,3853,F,Lauren,Williams,lauren8733williams@gmail.com,GB26UYHQ85223052500347,1,1,1,1,1,1,1,1
10153,33,40116,638, Credit Card,3591,M,Mark,Bryan,mark4426bryan@gmail.com,GB81PHXS53687369130627,1,1,1,1,1,1,1,1
10154,48,55221,1029, Credit Card,3591,F,Anita,Michael,michaela@gmail.com,GB72RDFJ60986725785353,1,1,1,1,1,1,1,1
10155,47,64040,1260, Debit Card,3570,M,Gerald,Bass,bass_gerald@hotmail.com,GB70FNAU95746728456393,1,1,1,1,1,1,1,1
10156,18,55718,1428,Cash,3564,M,Jason,Johnson,johnson7364j@gmail.com,GB23HZZW35536715007796,1,1,1,1,1,1,1,1
10121,32,29495,425, Credit Card,3875,F,Nicole,Cobb,nicole_cobb7693@gmail.com,GB89ACKL73492281684406,1,1,1,1,1,1,1,1
10151,41,31644,342, Credit Card,3620,F,Leslie,Rodriguez,l.rodriguez@gmail.com,GB43TMEG54423932319046,1,1,1,1,1,1,1,1
10157,33,38716,456, Debit Card,3564,M,Timothy,Rodriguez,rodriguez5483t@gmail.com,GB43TKAN83834077466054,1,1,1,1,1,1,1,1
10159,29,51645,1099, Debit Card,3554,M,Joseph,Russell Jr.,joseph2808russell2808jr.@hotmail.com,GB03YMGC47000711018245,1,1,1,1,1,1,1,1
10118,45,39695,369, Debit Card,3921,M,John,Lopez,lopezjohn@hotmail.com,GB35XTCG38194517988866,1,1,1,1,1,1,1,1
10117,46,55835,1075, Debit Card,3922,M,Noah,Gonzalez,gonzalez.n@gmail.com,GB09NSQW61834873320177,1,1,1,1,1,1,1,1
10160,35,49002,827, Debit Card,3547,M,Bryan,Mahoney,mahoney.bryan9748@yahoo.com,GB28NOTE63182475018056,1,1,1,1,1,1,1,1
10115,46,52072,783, Debit Card,3933,M,David,Bernard,bernard_d@gmail.com,GB42QVIR55281400349112,1,1,1,1,1,1,1,1
10161,23,50031,1223, Debit Card,3542,M,Dennis,Carr,d.carr@gmail.com,GB56HFOH71058137701669,1,1,1,1,1,1,1,1
10158,22,39647,710, Debit Card,3554,F,Carol,Barrett,carol.barrett@hotmail.com,GB34LBFC75261699551375,1,1,1,1,1,1,1,1
10127,34,49914,1091, Credit Card,3840,F,Rose,Brown,rose3530brown@hotmail.com,GB33PULH79319761159934,1,1,1,1,1,1,1,1
10298,48,65155,1134, Credit Card,2237,M,Christopher,Thomas,thomas.christopher4280@hotmail.com,GB47ZNIA62652885814545,1,1,1,1,1,1,1,1
10300,58,32101,2270, Other,2223,F,Ashley,Nelson,nelsona911@hotmail.com,GB46MFFZ50741602078444,1,1,1,1,1,1,1,1
10005,44,39892,1291, Credit Card,4962,M,Arthur,Lawrence,lawrence_arthur4374@gmail.com,GB81YTPS17757400662936,1,1,1,1,1,1,1,1
10173,45,73754,2245, Other,3414,M,Eric,Smith MD,smithmde5800@gmail.com,GB03JJWX05906701876521,1,1,1,1,1,1,1,1
10182,41,67255,1371,Cash,3357,F,Lisa,Harris,harris.lisa9163@yahoo.com,GB90ITEX10519535177075,1,1,1,1,1,1,1,1
10220,30,36728,489, Credit Card,2988,F,Morgan,Fuller,mfuller@gmail.com,GB04ZGOK63702080603389,1,1,1,1,1,1,1,1
10183,30,34226,466, Credit Card,3340,F,Marcia,Green,green_marcia1876@hotmail.com,GB20XQDZ05746261391472,1,1,1,1,1,1,1,1
10201,35,60558,1449, Credit Card,3154,M,Ryan,Gutierrez,r_gutierrez@yahoo.com,GB13LLXS96188826632747,1,1,1,1,1,1,1,1
10185,26,45838,819, Debit Card,3308,F,Lisa,Copeland,lisa.copeland@yahoo.com,GB03XCCS00124145567658,1,1,1,1,1,1,1,1
10200,40,45275,568, Debit Card,3156,M,Timothy,Porter,portert@hotmail.com,GB81MXPW09048152935879,1,1,1,1,1,1,1,1
10186,27,24360,203, Debit Card,3305,M,Daniel,Smith,smith6346d5616@hotmail.com,GB79SMXI87969023971222,1,1,1,1,1,1,1,1
10218,44,58215,1135, Credit Card,3014,F,Erin,Wolfe,e3226wolfe@hotmail.com,GB75OLVU40145677134151,1,1,1,1,1,1,1,1
10198,41,56690,1150, Credit Card,3190,M,Ronald,Johnson,johnson7648r1102@hotmail.com,GB68EQJI07521339333075,1,1,1,1,1,1,1,1
10187,39,60820,1344, Debit Card,3302,F,Sandra,Schaefer,schaefer_sandra@gmail.com,GB81HDUV84081030688257,1,1,1,1,1,1,1,1
10242,47,52933,772, Credit Card,2781,F,Nicole,Ryan,ryan3204n3187@gmail.com,GB79TVID36045939036385,1,1,1,1,1,1,1,1
10269,33,60117,1053, Debit Card,2470,F,Barbara,Vasquez,barbara_vasquez8985@hotmail.com,GB20FLCS06821716272564,1,1,1,1,1,1,1,1
10188,16,16471,208, Credit Card,3298,F,Sherri,Hicks,hickssherri7786@yahoo.com,GB79FDMP21175605299747,1,1,1,1,1,1,1,1
10204,25,52966,1078, Debit Card,3125,F,Rebekah,Hoffman,hoffman6926r8124@yahoo.com,GB30SHYR41343276480192,1,1,1,1,1,1,1,1
10189,39,32151,240, Debit Card,3271,M,Justin,Holloway,j_holloway@hotmail.com,GB65YQMP81813201883616,1,1,1,1,1,1,1,1
10190,29,63127,1383,Cash,3267,M,Michael,Leach,leach6110m@hotmail.com,GB85DLVI28569535748847,1,1,1,1,1,1,1,1
10215,34,48096,756, Debit Card,3022,M,Mark,Peck,mpeck@hotmail.com,GB93MQIX94251032026267,1,1,1,1,1,1,1,1
10257,28,51325,926, Debit Card,2565,M,Daniel,Aguilar,aguilar2169d5189@yahoo.com,GB86ISSA28664915087777,1,1,1,1,1,1,1,1
10191,29,37789,619, Credit Card,3257,F,Jamie,Olson,jamie_olson9146@yahoo.com,GB41XOXR28698345857956,1,1,1,1,1,1,1,1
10252,29,50300,840, Debit Card,2613,M,Sean,Stanley,sstanley@hotmail.com,GB34FYPG55791107258547,1,1,1,1,1,1,1,1
10245,35,49352,683, Debit Card,2745,F,Kelsey,Shannon,shannon1021k615@gmail.com,GB24NUML28844177866208,1,1,1,1,1,1,1,1
10181,38,54487,1132, Credit Card,3376,M,Mr.,Eric Hudson,mr.erichudson@yahoo.com,GB98WXGZ18136330437726,1,1,1,1,1,1,1,1
10272,34,55565,842, Debit Card,2447,M,Paul,Shepard,shepard_paul5793@yahoo.com,GB55MHIJ75480887264256,1,1,1,1,1,1,1,1
10249,37,37975,365, Credit Card,2680,M,David,Smith DDS,dds.smith.david@yahoo.com,GB31OAJG06077950113388,1,1,1,1,1,1,1,1
10211,39,48709,786, Credit Card,3058,F,Stacey,Morrison,morrison6710stacey@hotmail.com,GB17YRJN76159502095882,1,1,1,1,1,1,1,1
10195,65,24836,2039, Other,3215,M,Barry,Hawkins,hawkins244b@yahoo.com,GB16CBVC86832922632079,1,1,1,1,1,1,1,1
10233,22,32667,314, Debit Card,2833,F,Katherine,Payne,katherine.payne4535@hotmail.com,GB56ISWP63518154031398,1,1,1,1,1,1,1,1
10177,25,52937,1183, Debit Card,3388,M,Bradley,Brock,brockbradley6697@gmail.com,GB09FJSK08850113573232,1,1,1,1,1,1,1,1
10210,40,46889,678, Credit Card,3068,M,Mr.,Kenneth Thomas,kenneththomas2075m7357@yahoo.com,GB46ALCY57503744629916,1,1,1,1,1,1,1,1
10231,35,52081,985, Credit Card,2870,M,Michael,Prince,princemichael@yahoo.com,GB83SGCF43491841721870,1,1,1,1,1,1,1,1
10209,38,59626,1261, Credit Card,3089,M,Cody,Woods,c_woods8765@hotmail.com,GB87RUCP07819178569273,1,1,1,1,1,1,1,1
10229,48,77396,2007, Credit Card,2898,M,Kevin,Gates,gates_k9366@gmail.com,GB59GALE45717984235583,1,1,1,1,1,1,1,1
10175,38,55658,1094, Debit Card,3405,M,Nicholas,Adams,n_adams@yahoo.com,GB89YLPZ84560753542975,1,1,1,1,1,1,1,1
10227,31,21917,175, Credit Card,2921,M,Seth,Barrera,seth.barrera@hotmail.com,GB39SPCA70060317147305,1,1,1,1,1,1,1,1
10207,27,50333,1030, Debit Card,3096,F,Dr.,Cynthia Cline,cline_cynthia_dr.@gmail.com,GB07NGBU09254436222770,1,1,1,1,1,1,1,1
10193,36,44419,571, Debit Card,3230,F,Rachel,Benson,benson7131r3592@gmail.com,GB72WZIH98380589528973,1,1,1,1,1,1,1,1
10174,41,39116,333, Debit Card,3408,F,Lorraine,Harris,lorraine_harris9929@hotmail.com,GB95RAEV84946730132914,1,1,1,1,1,1,1,1
10178,26,18213,141, Debit Card,3386,F,Ashley,Wade,a3943wade@hotmail.com,GB72AKRN78947765145907,1,1,1,1,1,1,1,1
10224,25,30890,279, Debit Card,2930,M,Daniel,Ward,daniel8308ward3402@hotmail.com,GB04JTHA07593297044739,1,1,1,1,1,1,1,1
10213,39,56341,1160, Credit Card,3044,F,Tammy,Chandler,tammychandler6170@gmail.com,GB67QZGN25076927729525,1,1,1,1,1,1,1,1
10225,32,54146,1183, Credit Card,2928,F,Amanda,Anderson,andersona7284@yahoo.com,GB56IQNO25334058831351,1,1,1,1,1,1,1,1
10217,59,16399,716, Debit Card,3015,M,Jerry,Young,young9552j@hotmail.com,GB17OVZK15954932016474,1,1,1,2,2,2,3,3
10008,60,12965,845, Credit Card,4950,M,Daniel,Dillon,daniel.dillon@hotmail.com,GB32ROKY15690319311013,1,1,1,2,2,2,2,2
10010,65,11775,559, Debit Card,4939,M,Cesar,Smith,cesar_smith8189@hotmail.com,GB70JCLE09594168160958,1,1,1,2,2,2,3,3
10026,72,10892,659, Other,4805,M,Christopher,Moore,c7382moore@gmail.com,GB15PHTA77368274237184,1,1,1,2,2,2,2,2
10243,54,28524,1647, Debit Card,2780,F,Marissa,Jones,m.jones6761@hotmail.com,GB10RPGO93705769345493,1,1,1,2,2,2,3,3
10124,71,11704,609, Debit Card,3864,M,Frank,Bailey,baileyf2148@hotmail.com,GB19XGQO68639838351652,1,1,1,2,2,2,3,3
10562,73,13348,1008, Credit Card,1542,M,Logan,Hopkins,l_hopkins9571@gmail.com,GB28MNHR16309079566220,1,1,1,2,2,2,3,3
10214,69,11011,240, Credit Card,3024,M,George,Schaefer,schaefergeorge8870@gmail.com,GB63IAPN71918717686802,1,1,1,2,2,2,3,3
10023,65,14953,1235, Credit Card,4826,M,Thomas,Gonzales,thomas8279gonzales@gmail.com,GB33MVGW87401405750428,1,1,1,2,2,2,2,2
11795,63,18679,446, Debit Card,79,F,Grace,Lopez,lopez_g@gmail.com,GB67KFHB66646303827354,1,1,1,2,2,2,3,3
10123,68,11840,435, Credit Card,3865,M,Brandon,Franklin,b_franklin9044@gmail.com,GB53OWPN37690147914098,1,1,1,2,2,2,2,2
10179,71,17098,1601, Debit Card,3384,M,Nathan,Mayer,n1048mayer@gmail.com,GB70NCYX43294474725862,1,1,1,2,2,2,3,3
10029,68,13639,1093,Cash,4786,M,Matthew,Turner,matthew_turner@hotmail.com,GB11SJHH36297623704275,1,1,1,2,2,2,3,3
10007,57,19779,1690, Credit Card,4954,M,Steven,Ortiz,steven.ortiz@hotmail.com,GB97CMPQ82412280940931,1,1,1,2,2,2,2,2
10030,70,12283,946, Debit Card,4783,F,Carolyn,Elliott,carolyn5164elliott@hotmail.com,GB71VBQJ69846923217932,1,1,1,2,2,2,3,3
10021,71,11278,565, Other,4832,M,Howard,Gilmore,gilmore3423howard@yahoo.com,GB28RRTF47381246245805,1,1,1,2,2,2,2,2
10033,63,13002,717,Cash,4775,M,Michael,Martinez,m5972martinez@yahoo.com,GB20JNGW04635980663683,1,1,1,2,2,2,3,3
10004,70,10599,612, Debit Card,4969,M,John,Alvarez,alvarezj2096@yahoo.com,GB77OZEV03394174877938,1,1,1,2,2,2,3,3
10036,66,13708,1018,Cash,4737,F,Katherine,Smith,katherine_smith9509@hotmail.com,GB59LHSV65994154273867,1,1,1,2,2,2,3,3
10037,38,16715,327, Other,4719,F,Sandra,Woodard,sandra.woodard@hotmail.com,GB77LVCL11183712083581,1,1,1,2,2,2,2,2
10003,64,15306,1478, Credit Card,4973,M,Dennis,Williamson,williamsondennis228@hotmail.com,GB80HHBF01645184347945,1,1,1,2,2,2,2,2
10247,61,22213,1513, Credit Card,2727,M,James,Holt,holtjames@gmail.com,GB20DMYK35776350185710,1,1,1,2,2,2,3,3
10041,66,12998,734,Cash,4683,F,Amber,Johnson,johnsona194@yahoo.com,GB57EYDY44083888369783,1,1,1,2,2,2,3,3
10043,62,15593,1140, Credit Card,4675,F,Stephanie,Moses,moses.stephanie@gmail.com,GB16PGTS29721473263424,1,1,1,2,2,2,2,2
10024,65,14532,1126, Credit Card,4825,F,Catherine,Reese,c_reese1681@yahoo.com,GB02FKGE39425272932914,1,1,1,2,2,2,2,2
10180,61,19313,1220, Credit Card,3376,M,Justin,Spencer,spencerj7865@yahoo.com,GB48LDQW43987354967472,1,1,1,2,2,2,2,2
10028,66,13741,928, Credit Card,4799,F,Amanda,Kelley,kelley7481amanda4444@hotmail.com,GB75QJFV12045097987648,1,1,1,2,2,2,2,2
10184,68,13129,731, Debit Card,3313,M,Scott,Stanley,stanley6761s@gmail.com,GB33IPAF43440750579283,1,1,1,2,2,2,3,3
11256,53,19469,373, Credit Card,683,F,Jennifer,Parks,j.parks@yahoo.com,GB18AOWA97940602741224,1,1,1,2,2,2,3,3
10120,62,19224,1402, Debit Card,3901,M,Ian,Hughes,ian4538hughes@yahoo.com,GB29VBUG72031736417078,1,1,1,2,2,2,3,3
10221,65,14515,772, Credit Card,2982,F,Julie,Mendoza,mendoza_julie@hotmail.com,GB82BCSC38637556627566,1,1,1,2,2,2,2,2
10130,58,16328,731, Credit Card,3814,M,Christopher,Edwards,edwardschristopher7011@yahoo.com,GB89LFMK63048517844488,1,1,1,2,2,2,2,2
10129,72,12294,731, Debit Card,3826,F,Savannah,Delgado,savannah_delgado4532@hotmail.com,GB23XBGZ04290346544245,1,1,1,2,2,2,3,3
10222,73,11655,676, Debit Card,2961,F,Alexa,Bowman,bowman.a5799@hotmail.com,GB21SNTJ82921906052678,1,1,1,2,2,2,3,3
10223,58,17060,653, Other,2955,F,Megan,Bowman,m_bowman@hotmail.com,GB41RCSH40766935186904,1,1,1,2,2,2,2,2
10152,61,15759,818, Other,3592,F,Kathleen,Brennan,k.brennan@gmail.com,GB67NVDW63126368507241,1,1,1,2,2,2,2,2
10097,65,13646,936, Credit Card,4188,M,Kurt,Sloan,k.sloan@yahoo.com,GB93WWKY17019978595350,1,1,1,2,2,2,2,2
10101,67,14846,1156, Credit Card,4139,F,Jennifer,Hall,jhall8815@gmail.com,GB64SWLY61809889137116,1,1,1,2,2,2,2,2
10167,53,19093,758, Credit Card,3447,F,Diane,Logan,dianelogan@gmail.com,GB91VTMH87421513116881,1,1,1,2,2,2,2,2
10164,47,29453,1505, Debit Card,3493,F,Elizabeth,Edwards,edwards_elizabeth@hotmail.com,GB34RSXG03376230088447,1,1,1,2,2,2,3,3
10165,66,13627,707, Debit Card,3492,F,Tammy,Singleton,tammysingleton@yahoo.com,GB92KKEW07781932937180,1,1,1,2,2,2,3,3
10168,62,20223,1397, Debit Card,3444,F,Stacy,Fernandez,fernandezs3755@gmail.com,GB77PGFS36598369180400,1,1,1,2,2,2,3,3
10228,51,21681,742, Other,2915,F,Stacey,Payne,staceypayne5297@hotmail.com,GB62FCJU22300971566987,1,1,1,2,2,2,2,2
10230,75,10814,483,Cash,2896,F,Lisa,Roberts,roberts3288lisa@yahoo.com,GB96BFIL17631869713113,1,1,1,2,2,2,3,3
10105,65,19457,1458, Credit Card,4039,M,Jared,Brown,jared.brown5264@gmail.com,GB82XSJF53207054185207,1,1,1,2,2,2,2,2
10098,68,11690,566, Credit Card,4173,F,Carrie,Morris,morris_c@hotmail.com,GB19RUTA43143187516489,1,1,1,2,2,2,2,2
10234,43,52319,924, Other,2826,F,Jessica,Baxter,baxter.j@hotmail.com,GB89HZNY08483701401007,1,1,1,2,2,2,2,2
